primaryie,secondaryies,tertiaryies
"Natural law, [1.009]–[1.026]","decline, [1.023]",
"Natural law, [1.009]–[1.026]","definition by Cicero, [1.013]",
"Natural law, [1.009]–[1.026]","development as legal concept and philosophy, [1.017]",
"Natural law, [1.009]–[1.026]","God and, [1.013]",
"Natural law, [1.009]–[1.026]","higher universal law and laws of man, [1.025]",
"Natural law, [1.009]–[1.026]","international justice and human rights, [1.026]",
"Natural law, [1.009]–[1.026]",legal positivism. See Legal positivism,
"Natural law, [1.009]–[1.026]","Locke, [1.019]",
"Natural law, [1.009]–[1.026]","main assertion of proponents, [1.010]",
"Natural law, [1.009]–[1.026]","meaning, evolution, [1.009]",
"Natural law, [1.009]–[1.026]","Montesquieu, [1.020]",
"Natural law, [1.009]–[1.026]","murder, [1.014]",
"Natural law, [1.009]–[1.026]","natural and conventional justice, distinguished, [1.011]",
Negligence,"defences, [15.114]","['contributory negligence, [15.115]–[15.120]', 'ex turpi causa non oritur actio, [15.121]–[15.123]', 'illegality, [15.121]–[15.123]', 'case example, [15.122]', 'voluntary assumption of risk, [15.124]–[15.131]']"
Negligence,"definition, [15.005]",
Negligence,"Donoghue v Stevenson, [15.006], [15.008]",
Negligence,duty of care. See Duty of care,
Negligence,"elements, [15.005]–[15.008]",
Negligence,"English law, [15.006]",
Negligence,"establishing, [15.007]",
Negligence,"history, [15.006]",
Negligence,"unfairness of contract term excluding liability, [10.045]",
Notice,"proposal revocation, [4.091]–[4.101]",
Options,"invitations to treat, as, [4.039]",
Options,"Low Kar Yit v Mohamed Isa, [4.040]–[4.042]",
Oral contracts,"acceptance case example, [4.057]","['evidence, importance, [4.058]']"
Oral contracts,"evidence of, sufficiency, [3.010]",
Oral contracts,"example, [3.010]","['Bonanza case, [3.011]']"
Oral contracts,issue resolution steps. See Oral/partly oral contract term issue resolution steps,
Oral contracts,"making contracts orally, [3.005], [3.010], [3.011]",
Oral contracts,"overview, [8.035]–[8.037]",
Oral contracts,partly oral and partly written contracts. See Partly oral and partly written contracts,
"Oral/partly oral contract term issue resolution steps, [8.036], [8.057]","categorisation of terms, [8.053], [8.057]","['conditions and warranties, [8.054]–[8.058]', 'express terms, [8.082]', 'implied terms, [8.083]–[8.087]', 'breach remedies, [8.066]–[8.068]', 'condition breach, [8.059]–[8.061]', 'distinguishing between, [8.069]–[8.081]', 'warranty breach, [8.062]–[8.065]', 'terms implied by court, [8.094]–[8.105]', 'terms implied by statute, [8.088]–[8.093]']"
"Oral/partly oral contract term issue resolution steps, [8.036], [8.057]","determination of nature of statement, [8.038]","['puffery, [8.039], [8.040]', '“term” or “representation”, [8.041]–[8.046]', '“term” or “representation” – factors to determine intention', 'binding or non-binding nature, [8.042]', 'intention, [8.043]–[8.046]', 'special knowledge and relative skill factor, [8.050]–[8.052]']"
Parliament,"bicameral, [2.019]",
Parliament,"Dewan Negara, [2.019], [2.039]",
Parliament,"Dewan Rakyat, [2.019], [2.039]",
Parliament,"first meeting of first session, [2.039]",
Parliament,"parliamentary supremacy nonapplication, [2.034]",
Parliament,"power to make laws, [2.041]",
Parliament,"statutory provisions, [2.042]",
Parliament,"tripartite legislative body, part of, [2.019]",
Parol evidence rule,"common law, in, [8.006]–[8.010]","['entire agreement clause, [8.009]', 'exceptions, [8.010]', 'extrinsic evidence, [8.006]', 'oral evidence, [8.006]', 'parol evidence “presumption”, [8.007]', 'strict adherence slowly changing, [8.008]']"
Parol evidence rule,"definition, [8.006]",
Parol evidence rule,"Evidence Act 1950 s 92 exceptions, [8.019]","['ambiguities, [8.034]', 'conditions precedent, [8.028]', 'invalidity of documents, [8.020]', 'separate oral agreement (collateral agreement), [8.021], [8.024]', 'subsequent oral agreement, [8.029]', 'usage or custom, [8.031], [8.033]', 'case examples, [8.031], [8.032]', 'case examples, [8.022], [8.023], [8.026], [8.027]', 'inconsistency with main written agreement, [8.024], [8.027]', 'prevailing, [8.025]', 'case examples, [8.030]']"
Parol evidence rule,"Malaysia, in, [8.011]–[8.018]","['case examples, [8.014]–[8.016]', 'codification, [8.011]', 'Evidence Act 1950 s 92', 'restrictions, [8.017], [8.018]', 'statutory provisions, [8.012]', 'exceptions, [8.019]–[8.034]', 'interpretation, [8.013]']"
Partly oral and partly written contracts,issue resolution steps. See Oral/partly oral contract term issue resolution steps,
Partly oral and partly written contracts,"overview, [8.035]–[8.037]",
Partnership. See also Business,"advantages and disadvantages, [18.013]",
Partnership. See also Business,"definition, [18.006]",
Partnership. See also Business,"dissolution or termination, [18.033]","['authority of partners after dissolution, [18.036], [18.037]', 'notice of dissolution, [18.034], [18.035]']"
Partnership. See also Business,"fundamentals, [18.007]–[18.011]",
Partnership. See also Business,"legal persona, [18.012]",
Partnership. See also Business,limited liability. See Limited liability partnership,
Partnership. See also Business,"partner’s share, transfer and assignment of, [18.025]","['assignee, [18.025]']"
Partnership. See also Business,partners,"['duties, [18.016]', 'outsiders, [18.017]–[18.020]', 'relationship between, [18.014]–[18.016]']"
Partnership. See also Business,"partners’ liability, [18.026]","['holding out as partner, from, [18.031], [18.032]', 'new partner, [18.027]', 'retired partner, [18.028]–[18.030]']"
Partnership. See also Business,"partnership agreement, [18.014]–[18.016]",
Partnership. See also Business,"property, [18.021]–[18.024]",
Partnership. See also Business,"registration procedure, [18.039]–[18.042]",
Past consideration,"common law, [5.031]",
Personal injury,"Tribunal of Consumer Claims’ lack of jurisdiction, [10.045], [10.047]",
"Pre-incorporation contracts, [19.026]","position in UK and Malaysia, [19.027]–[19.030]",
"Precedent doctrine, [2.051]","application, [2.056]–[2.058]",
"Precedent doctrine, [2.051]","certainty and fairness, [2.060], [2.061]",
"Precedent doctrine, [2.051]","obiter dicta, [2.053]",
"Precedent doctrine, [2.051]",ratio decidendi,"['binding nature, [2.053], [2.056]', 'determination difficulty, [2.055]', 'judges not indicating what constitutes, [2.054]']"
"Precedent doctrine, [2.051]","requirements for effective function, [2.052]",
Privacy,"morality and law, [1.041], [1.042]",
Privity of contract,"agency and, [14.009], [14.010]",
Probationer,"claims against dismissal without just cause or excuse, [16.161]",
Probationer,"judicial commentary, [16.152], [16.153], [16.159], [16.160]",
Probationer,"meaning, [16.151]",
Probationer,"rights, [16.154], [16.155]",
Probationer,"service continued, [16.134], [16.135]",
Probationer,"status, [16.158]",
Probationer,"suitability, [16.159]",
Probationer,"termination of service, [16.160]",
Probationer,"warning, [16.158]",
Procedural unfairness,"CPA 1999, [10.025]","['decision on unfairness, making, [10.029], [10.030]']"
Procedural unfairness,"negotiation stage, unfairness during, [10.026]",
Procedural unfairness,"substantive unfairness, resulting in, [10.027]",
Procedural unfairness,"substantive unfairness and, under CPA 1999, [10.025]","['Law Commission of India’s report, [10.025], [10.028]']"
Promissory estoppel. See also Consideration,Australia,"['1980s arrival and early use, [6.024]', 'landmark judicial decision, [6.025], [6.028]', 'parties’ pre-existing contractual relationship requirement obviated, [6.027]', '“shield” not “sword” requirement overturned, [6.026]']"
Promissory estoppel. See also Consideration,England,"['consideration, importance, [6.018]', 'later liberal approach, [6.019], [6.020]–[6.021]', 'promissory estoppel requirements, [6.022], [6.023]', 'tradition and reluctance, [6.018]']"
Promissory estoppel. See also Consideration,"evolution and usefulness, [6.047], [6.048]",
Promissory estoppel. See also Consideration,"High Trees case, [6.005]–[6.009]",
Promissory estoppel. See also Consideration,"limitations, [6.010]","['party’s contractual rights suspended, [6.016]', 'pre-existing contractual relationship required, [6.013]', 'representation or promise', 'requirement obviated, [6.027], [6.032]–[6.033]']"
"Promoters, [19.015], [19.016]","disclosure of interest, [19.018]","['remedies for non-disclosure, [19.019]', 'damages, [19.025]', 'recovery of profit, [19.023], [19.024]', 'rescission of contract, [19.020]–[19.022]']"
"Promoters, [19.015], [19.016]","fiduciary duties, [19.017]",
Property,"insurances, [23.026]–[23.030]","['case example, [23.027]–[23.029]']"
Proposal,"communication of, [4.046]–[4.051]","['acceptance motive, [4.051]', 'case example, [4.049]', 'effect, [4.048]', 'knowledge of proposee required, [4.047], [4.050]', 'means of communication, [4.046]']"
Proposal,"Contracts Act 1950 s 2(a), [4.014]",
Proposal,counter offers,"['case examples, [4.114], [4.115]', 'modification of initial proposal by proposee, [4.112], [4.113]', 'negotiations, common in, [4.116]', 'revocation, not, [4.112]']"
Proposal,"examples of analysis of existence, [4.006], [4.007]",
Proposal,"expression, [4.015]",
Proposal,information request,"['case examples, [4.021], [4.022]', 'meaning, [4.020]']"
Proposal,"intention to create binding agreement, [4.018]",
Proposal,"knowledge requirement, [4.016]",
Proposal,"offer and, interchangeable use of terms, [4.015]",
Proposal,reform,"['necessity, [4.124]', 'reason, [4.125]']"
Proposal,"requirement to make business and economic sense, [4.043]–[4.045]","['case example, [4.043]', 'effect of not making sense, [4.045]', 'principle, [4.044]']"
Proposal,revocation. See Proposal revocation,
Proposal,"statement as invitation to treat, [4.019]",
Proposal,"statement to be expression, [4.015]",
Proposal,termination at common law. See also Proposal revocation,"['counter offers, [4.112]–[4.116]']"
Proposal,"test for, objective, [4.008]","['case examples, [4.009], [4.010]']"
Proposal,"willingness to contract, [4.017]",
"Proposal revocation, [4.087]","common law, [4.093], [4.097]","['English cases, [4.094], [4.095]']"
"Proposal revocation, [4.087]","communication, [4.091], [4.099], [4.100]","['third party, by, [4.096]']"
Pure economic loss,"case example, [15.044]",
Pure economic loss,"duty of care, [15.036]–[15.047]","['connection with damage type, [15.046]', 'contractual matrix, [15.047]', 'defective structures and products, [15.043]', 'English courts’ caution, [15.042]', 'negligent misstatements, [15.041]', 'proximity, [15.045]', 'special relationship between parties, [15.040]', 'criteria, [15.039]']"
Pure economic loss,"history, [15.036], [15.037]",
Ratification,agency creation by,"['conditions for ratification, [14.028]', 'consequence of ratification, [14.025]', 'methods, [14.023]', 'principal’s options for ratification, [14.024]', 'case example, [14.027]', 'statutory provision, [14.025], [14.026]']"
Ratification,"definition, [14.022]",
"Registered companies, [19.008]","companies limited by guarantee, [19.010]",
"Registered companies, [19.008]","companies limited by shares, [19.009]",
"Registered companies, [19.008]","unlimited companies, [19.011]",
Remedies for contract,damages. See Damage(s),
Remedies for contract,"injunctions, [13.041]–[13.045]","['refusal, [13.046]–[13.048]']"
Remedies for contract,"overview, [13.061]–[13.065]",
Remedies for contract,"rescission, [8.068], [13.049]–[13.057]",
Remedies for contract,"restitution, [13.058]–[13.060]",
Remedies for contract,"specific performance, [13.036]–[13.039]","['refusal circumstances, [13.040]']"
"Remedies in tort, [15.132]","damages in tort, [15.133]–[15.142]","['exemplary and aggravated, [15.156]–[15.164]']"
"Remedies in tort, [15.132]","extra-judicial remedies, [15.169]",
Rescission,"case examples, [13.051], [13.057]",
Rescission,"effect, [13.055]",
Rescission,"judicial comment, [13.052]",
Rescission,"overview, [13.049], [13.050]",
Rescission,"principles, [13.054]",
Rescission,"rescission for breach and ab initio, distinguished, [13.053]",
Rescission,"voidable contract, [13.056]",
"Restitution, [13.058]","circumstances for, [13.060]",
"Restitution, [13.058]","example, [13.059]",
Retirement,"definition, [16.164]",
Retirement,"maximum age, [16.170], [16.171]",
Retirement,minimum age. See Minimum retirement age,
Revocation,"acceptance, of, [4.117]","['acceptor’s advantages, [4.119]', 'communication, [4.118]', 'Contracts Act 1950 s 3, [4.121]', 'environment for judicial creativity, [4.122]', 'general rule, [4.099]', 'postal acceptance, [4.120]', 'timing, [4.117], [4.118], [4.120]']"
Revocation,"proposal, of. See Proposal revocation",
Rules and law,"distinguished, [1.006]",
Rules and law,"law as rules, difficulties, [1.007]",
Rules and law,"relationship, [1.008]",
Sale of goods,"conditions and warranties, [21.020]–[21.023]",
Sale of goods,consumer protection. See Consumer protection,
Sale of goods,"contract, [21.012]–[21.015]","['formalities, [21.016]–[21.019]', 'formation, [21.011]', 'implied terms, [21.024]–[21.031]', 'performance, [21.044], [21.045]']"
Sale of goods,"contract breach remedies, [21.046]–[21.048]",
Sale of goods,"nemo dat quod non habet, [21.032]–[21.035]",
Sale of goods,"transfer of property, [21.032]–[21.043]",
Sale of Goods Act 1957,"applicability, [21.002]",
Shariah Advisory Council (SAC),"permissible takaful interest resolution before Islamic Financial Services Act 2013, [24.012]",
Shariah Advisory Council (SAC),"takaful, resolution on","['ruling, [24.030]', 'ruling basis, [24.031]–[24.034]']"
Singapore,"consumer, definition, [10.011]",
Social theory and law,"Durkheim, Emile, [1.063]",
Social theory and law,"Engels, Friedrich, [1.064]",
Social theory and law,"Marx, Karl, [1.064]","['classless society, [1.065]', 'legal system, [1.065]']"
Social theory and law,"overview, [1.062]",
Social theory and law,"Weber, Max, [1.063]",
Sole proprietorship. See also Business,"advantages and disadvantages, [18.005]",
Sole proprietorship. See also Business,"definition, [18.004]",
Sole proprietorship. See also Business,"registration procedure, [18.039]–[18.042]",
Sound mind,"Contracts Act 1950, under, [7.045], [7.046]",
Sound mind,"definition, [7.045]",
Sound mind,"evidence requirement, [7.047]",
Sound mind,"unsound mind contracting while sound, [7.050]",
Sources of law,"customary law, [2.073]–[2.075]",
Sources of law,"English law applied in Malaysia, [2.063]–[2.065]",
Sources of law,"Federal Constitution, [2.033]–[2.037]",
Sources of law,"Islamic law and its application in legal system, [2.066]–[2.072]",
Sources of law,"judicial decisions, [2.049]–[2.062]",
Sources of law,"legislation, [2.038]–[2.048]",
Sources of law,"litigation, court system and law personnel, [2.076]–[2.088]",
Specific performance,"case example, [13.037]",
Specific performance,"equitable principles applicable, [13.038]",
Specific performance,"origins, [13.038]",
Specific performance,"overview, [13.036]",
Specific performance,"preconditions, [13.039]",
Specific performance,"refusal circumstances, [13.040]",
Subrogation. See also Contribution,"definition, [23.120]–[23.122], [24.040]",
Subrogation. See also Contribution,"nature, [23.123], [23.124]",
Subrogation. See also Contribution,"operation of doctrine, [23.125]–[23.127]",
Subrogation. See also Contribution,"principle of indemnity, [23.117]–[23.119]",
Subrogation. See also Contribution,"takaful, [24.040]–[24.044]",
"Substantive unfairness, [10.031]","CPA 1999, [10.025], [10.031]","['decision whether unfair, making, [10.033]']"
"Substantive unfairness, [10.031]","“harsh”, “oppressive” and “unconscionable” terms undefined, [10.032]",
"Substantive unfairness, [10.031]","procedural unfairness and, under CPA 1999, [10.025]","['Law Commission of India’s report, [10.025], [10.028]']"
"Substantive unfairness, [10.031]","procedural unfairness resulting in, [10.027]",
Takaful,breach of utmost good faith in takaful,"['legal consequences, [24.039]', 'misrepresentation, [24.023], [24.024]', 'non-disclosure, [24.025]–[24.029]']"
Takaful,"misrepresentation under Islamic Financial Services Act 2013, [24.035]–[24.038]",
Takaful,"principle, [24.019]–[24.022]",
Takaful,SAC resolution,"['ruling, [24.030]', 'ruling basis, [24.031]–[24.034]']"
Tenders,"case examples, [4.037], [4.038]",
Tenders,"invitations to treat, as, [4.037]",
Tenders,"response to, as proposal, [4.037]",
Termination of contract of employment,"benefits, [16.066]","['acceptance no bar to later challenge of dismissal, [16.069], [16.070]', 'Code of Conduct for Industrial Harmony, [16.068]', 'judicial comment, [16.067]']"
Termination of contract of employment,"contract for specified period of time/work performance, [16.052]",
Termination of contract of employment,"contract for unspecified period of time, [16.052]",
Termination of contract of employment,"employer’s qualified right to terminate, [16.057]",
Termination of contract of employment,"“last in, first out” (LIFO) principle, [16.081], [16.082]","['departure from principle, [16.083]']"
Terms of contract,"determination by court, [4.005]",
Terms of contract,"express terms, [8.082]",
Terms of contract,"implied terms, [8.083]–[8.087]","['case example, [8.086]', 'common law courts, [8.084]', 'conditions to be satisfied for, [8.084]', 'sale of goods contracts, [21.024]–[21.031]', 'terms implied by court, [8.094]', 'terms implied by statute, [8.088]–[8.093]', 'terms implied in fact, [8.098]–[8.104]', 'terms implied in law, [8.105]', 'terms implied through custom and usage, [8.095]–[8.097]', 'additional provisions, [8.091], [8.093]', 'case examples, [8.090], [8.092]', 'statutes commonly used, [8.089]']"
Terms of contract,oral contracts. See Oral contracts,
Terms of contract,"overview, [3.048], [8.001]–[8.004], [8.106]",
Terms of contract,partly oral and partly written contracts. See Partly oral and partly written contracts,
Terms of contract,unfair. See Unfair contract terms,
Terms of contract,written contracts. See Written contracts,
Torts,"definition, [15.001]–[15.003]",
Torts,"function of the law of tort, [15.004]",
Torts,remedies. See Remedies in tort,
Trade unions,"collective bargaining/agreements, [17.104]–[17.107]",
Trade unions,"consultative bodies, [17.098]–[17.102]",
Trade unions,"definition, [17.008]–[17.010]",
Trade unions,"Director-General of Trade Union, discretion of, [17.032]–[17.033]",
Trade unions,"dissolution, [17.089]",
Trade unions,"elections, conduct, [17.097]",
Trade unions,"employers’ rights, [17.073], [17.074]","['promotion of employees, [17.075]']"
Trade unions,"employment terms and conditions, [16.043]",
Trade unions,"general meetings, conduct, [17.097]",
Trade unions,"industrial actions, [17.108]–[17.111]",
Tribunal for Consumer Claims,"CPA 1999 s 104, [10.042]",
Tribunal for Consumer Claims,"establishment purpose, [10.043]",
Tribunal for Consumer Claims,"exemption clause substantively unfair, [10.045], [10.046]",
Tribunal for Consumer Claims,"jurisdiction, [10.041], [10.042]","['exclusive jurisdiction over consumer contracts, [10.044]', 'parties’ choice of venue, [10.042]', 'personal injury or death claims, no jurisdiction over, [10.045], [10.047]', 'purposive approach, [10.043]']"
Tribunal for Consumer Claims,"unfairness of contract term excluding liability for negligence, [10.045]",
"Unfair contract terms, [10.004]","burden of proof, [10.034]",
"Unfair contract terms, [10.004]","common law jurisdictions, in, [10.004]–[10.012]","['Australia, [10.007]–[10.010]', 'consumer, variable definition, [10.011]', 'Hong Kong, [10.007]', 'United Kingdom, [10.005], [10.006]']"
"Unfair contract terms, [10.004]","CPA 1999 Pt IIIA, [10.021]–[10.028], [10.039]–[10.048]",
"Unfair contract terms, [10.004]","effect, [10.035]",
"Unfair contract terms, [10.004]","“inequality of bargaining power” doctrine application, [10.014]","['arguments for and against application, [10.020]', 'conflicting legal interests, balancing, [10.018], [10.019]', 'judicial commentary, [10.015], [10.016]', 'liberal application of doctrine, [10.015], [10.016]', 'Malaysian adoption, [10.017]']"
"Unfair contract terms, [10.004]","Malaysia, in, [10.012]","['recent legislation, [10.013]', 'previous recourse, [10.014]']"
"Unfair contract terms, [10.004]","non-compliance with CPA 1999 provisions, effect, [10.036], [10.037]",
"Unfair contract terms, [10.004]","overview, [10.001]–[10.003], [10.049]",
"Unfair contract terms, [10.004]","procedural unfairness, [10.029], [10.030]",
"Unfair contract terms, [10.004]","substantive unfairness, [10.031]–[10.033]",
United Kingdom. See also English law,"homosexual conduct legalisation, [1.038], [1.039]",
United Kingdom. See also English law,"law and morality, [1.038]–[1.040]",
United Kingdom. See also English law,"promissory estoppel limits stretched, [6.018]–[6.023]",
United Kingdom. See also English law,"proposal revocation at common law, [4.094], [4.095]",
United Kingdom. See also English law,"societal value changes prompting legal changes (UK), [1.040]",
United Kingdom. See also English law,"unfair contract terms, [10.005], [10.006]",
United Kingdom. See also English law,"Wolfenden Committee, [1.038], [1.039]",
United States,"abortion, [1.041]",
United States,cases exemplifying debate between,"['private morality and state intervention, [1.041]', 'law and morality, [1.041]', 'personal privacy, [1.041]']"
Unsound mind,"capacity to contract of persons of unsound mind, [7.045]","['caution, critical thought and evaluation, [7.048]', 'sound mind, [7.045]–[7.047]', 'unsound mind contracting during lucidity, [7.049], [7.050]']"
Unsound mind,"revocation of proposal due to proposer’s mental disorder, [4.109]",
Vitiating factors,"fraud, [11.005]–[11.009]","['Contracts Act 1950 s 17, [11.005], [11.010]–[11.025]', 'burden of proof applicable when proving fraud under, [11.033]–[11.035]', 'features, [11.009]', 'silence amounting to fraud, [11.015], [11.026]–[11.032]']"
Vitiating factors,"misrepresentation, [11.036], [11.037]","['innocent, [11.045], [11.046], [11.049]–[11.052]', 'ordinary diligence and, [11.038]–[11.044]', 'proof of, [11.045]–[11.048]']"
Vitiating factors,"mistake, [11.053], [11.054]","['law, as to, [11.059]–[11.061]', 'mistake caused by one party is no mistake, [11.062]', 'proof of, [11.055]–[11.058]']"
Vitiating factors,"overview, [11.001]–[11.004], [11.063], [11.064]",
"Voluntary assumption of risk, [15.124], [15.128]","Caparo applied, [15.130]",
"Voluntary assumption of risk, [15.124], [15.128]","judicial commentary, [15.126], [15.127], [15.130]",
"Voluntary assumption of risk, [15.124], [15.128]","knowledge of risk of injury insufficient, [15.126]",
"Voluntary assumption of risk, [15.124], [15.128]","Malaysia, [15.131]",
"Voluntary assumption of risk, [15.124], [15.128]","successful use of defence, [15.129]",
"Voluntary assumption of risk, [15.124], [15.128]","volenti non fit injuria, [15.125]",
Wages,"deductions from, [16.004]",
Wages,"definition, [16.003], [16.117]","['exclusions, [16.003], [16.117]']"
Wages,"Minimum Wages Order, [16.123]–[16.124]","['Minimum Wages Order 2018, [16.125]–[16.128]', 'Minimum Wages Order 2020, [16.129]–[16.134]']"
Wages,payment. See Wages payment,
Wages,"priority over other debts, [16.004]",
Wages,"service charge and minimum wages, [16.139]-[16.140]",
Wages,"wage period, meaning, [16.118]",
"Wages payment, [16.004]","breach of contract, [16.120]–[16.122]",
"Wages payment, [16.004]",contractor for labour,"['definition, [16.141]–[16.142]', 'liability, [16.143]–[16.150]']"
"Wages payment, [16.004]","Minimum Wages Order, [16.123]–[16.124]","['domestic servant, inapplicable to, [16.138]', 'Minimum Wages Order 2018, [16.125]–[16.128]', 'Minimum Wages Order 2020, [16.129]–[16.134]']"
"Wages payment, [16.004]","non-wages payments, [16.136]",
"Wages payment, [16.004]","normal termination, [16.119]",
Words and phrases,"agent, [14.005]",
Words and phrases,"agreement, [3.016]",
Words and phrases,"auction, [4.033]",
Words and phrases,"bank, [22.009], [22.010]",
Words and phrases,"banker, [22.009], [22.010]",
Words and phrases,"commerce, [21.001]",
Words and phrases,"company, [19.005]",
Words and phrases,"competence, [3.066]",
Words and phrases,"condition, [8.056]",
Words and phrases,"consent, [3.046]",
Words and phrases,"consideration, [5.004]–[5.009]",
Words and phrases,"consumer, [10.011]",
Words and phrases,"consumer contract, [10.009]",
Words and phrases,"contract of service, [16.016]",
Words and phrases,"contractor for labour, [16.141]–[16.142]",
Words and phrases,"contracts, [3.001]–[3.004], [3.067]",
Words and phrases,"contribution, [23.130], [23.131], [24.045]",
Words and phrases,"damages, [13.001]",
Words and phrases,"fraud, [11.005]",
Words and phrases,"frustration, [12.067], [12.068]",
Words and phrases,"fundamental breach, [9.048]",
Words and phrases,"genuine pre-estimate, [13.029]",
Words and phrases,"goods, [21.003]–[21.010]",
Words and phrases,"invitation to treat, [4.024]",
Words and phrases,"law defined by Austin, [1.029]",
Words and phrases,"law definition difficulties, [1.001], [1.034]",
Words and phrases,"negligence, [15.005]",
Words and phrases,"offer, [4.014]",
Words and phrases,"omission, [15.048]",
Words and phrases,"parol evidence rule, [8.006]",
Words and phrases,"partnership, [18.006]",
Words and phrases,"perils, [23.106]–[23.108]",
Words and phrases,"principal, [14.005]",
Words and phrases,"proximity, [15.028], [15.029]",
Words and phrases,"ratification, [14.022]",
Words and phrases,"retirement, [16.164]",
Words and phrases,"sale by auction, [4.034]",
Words and phrases,"sole proprietorship, [18.004]",
Words and phrases,"sound mind, [7.045]",
Words and phrases,"subrogation, [23.120]–[23.122], [24.040]",
Words and phrases,"torts, [15.001]–[15.003]",
Words and phrases,"trade unions, [17.008]–[17.010]",
Words and phrases,"unfair term, [10.024]",
Words and phrases,"wage period, meaning, [16.118]",
Words and phrases,"wages, [16.003], [16.117]","['exclusions, [16.003], [16.117]']"
Words and phrases,"warranty, [8.056]",
"Written contracts, [8.005]","Contracts Act 1950 references to, [3.007]",
"Written contracts, [8.005]","examples, [3.008], [3.009]",
"Written contracts, [8.005]","making contracts by writing, [3.005]–[3.009]",
"Written contracts, [8.005]","parol evidence rule in common law, [8.006]–[8.010]",
"Written contracts, [8.005]","parol evidence rule in Malaysia, [8.011]–[8.018]","['Evidence Act 1950 s 92 exceptions, [8.019]–[8.034]']"
"Written contracts, [8.005]",partly oral and partly written contracts. See Partly oral and partly written contracts,
Yang Di-Pertuan Agong,"Attorney General, appointment of, [2.031]",
Yang Di-Pertuan Agong,"election, [2.021]",
Yang Di-Pertuan Agong,"Head of Islam (own State, Penang and Melaka), [2.022]",
Yang Di-Pertuan Agong,"Head of State, [2.020]",
Yang Di-Pertuan Agong,"part of tripartite legislative body, [2.019]",
Yang Di-Pertuan Agong,"powers and restrictions, [2.020]",
Yang Di-Pertuan Agong,"Special Court, [2.080]",
